Sector,Gebied,Studie,Type,Graad,ISAT,Actueel,Historisch,Totaal
SECTOROVERSTIJGEND,sectoroverstijgend,Ad ICT Service Management,hbo,ad,80083,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,"B Global Project and Change
Management",hbo,ba,30017,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,B HBO-ICT,hbo,ba,30020,1,1,2
SECTOROVERSTIJGEND,sectoroverstijgend,B Delta Management,hbo,ba,39278,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,B Krijgswetenschappen,hbo,ba,50424,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,B Tourism (joint degree),hbo,ba,55001,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,M Crossover Creativity,hbo,ma,49124,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,"M Master Military Strategic
Studies",hbo,ma,60469,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,"M Master Care and
Technology (joint degree) (post-initiele master)",hbo,ma,70189,3,.,3
SECTOROVERSTIJGEND,sectoroverstijgend,B Liberal Arts and Sciences,wo,ba,50393,5,2,7
SECTOROVERSTIJGEND,sectoroverstijgend,B Tourism,wo,ba,50411,.,1,1
SECTOROVERSTIJGEND,sectoroverstijgend,B Future Planet Studies,wo,ba,50425,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,"B Technology and Liberal Arts
& Sciences",wo,ba,50427,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,B Liberal Arts and Sciences: Global Challenges,wo,ba,50429,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,"B Philosophy, Politics and
Economics",wo,ba,54999,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,B Tourism (joint degree),wo,ba,55001,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,"B Liberal Arts and Sciences
(joint degree)",wo,ba,55002,2,.,2
SECTOROVERSTIJGEND,sectoroverstijgend,"B Molecular Science and
Technology (joint degree)",wo,ba,55009,2,.,2
SECTOROVERSTIJGEND,sectoroverstijgend,"B Life Science and Technology
(joint degree)",wo,ba,55010,2,.,2
SECTOROVERSTIJGEND,sectoroverstijgend,"B Global Sustainability
Science",wo,ba,56987,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,"B Moleculaire
Levenswetenschappen",wo,ba,59304,.,1,1
SECTOROVERSTIJGEND,sectoroverstijgend,"B Politics, Psychology, Law
and Economics",wo,ba,59312,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,B International Studies,wo,ba,59316,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,"M International Business
Taxation",wo,ma,60686,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,"M Industrial Ecology (joint
degree)",wo,ma,65003,2,.,2
SECTOROVERSTIJGEND,sectoroverstijgend,"M Victimology and Criminal
Justice",wo,ma,66725,1,.,1
SECTOROVERSTIJGEND,sectoroverstijgend,"M Cyber Security (post-initiele
master)",wo,ma,75120,1,.,1
ECONOMIE,economie,Kort HBO bedrijfseconomisch management,hbo,ongedeeld,4006,.,1,1
ECONOMIE,economie,"Fiscaal Economisch
Management",hbo,ongedeeld,4674,.,1,1
ECONOMIE,economie,Ad Assistent Fiscalist,hbo,ad,80013,.,1,1
ECONOMIE,economie,Ad Bedrijfseconomie,hbo,ad,80065,3,.,3
ECONOMIE,economie,B Belastingacademie,hbo,ba,34088,.,1,1
ECONOMIE,economie,"B Financieel Economisch
Management",hbo,ba,34129,1,.,1
ECONOMIE,economie,B Fiscaal Recht en Economie,hbo,ba,34140,8,.,8
ECONOMIE,economie,B Bedrijfseconomie,hbo,ba,34401,17,12,29
ECONOMIE,economie,B Fiscale Economie,hbo,ba,34409,.,12,12
ECONOMIE,economie,B Financieel Administratief Management,hbo,ba,34545,.,1,1
ECONOMIE,economie,"B
Fiscale/Juridische/Economisch e Zaken",hbo,ba,34607,.,1,1
ECONOMIE,economie,"B Bedrijfseconomie en
Administratie",hbo,ba,34659,.,1,1
ECONOMIE,economie,B Economie,hbo,ba,39267,.,2,2
ECONOMIE,economie,M Finance,hbo,ma,60467,.,1,1
ECONOMIE,economie,Economie,wo,ongedeeld,6401,.,6,6
ECONOMIE,economie,Fiscale economie,wo,ongedeeld,6402,.,4,4
ECONOMIE,economie,Econometrie,wo,ongedeeld,6403,.,2,2
ECONOMIE,economie,"Operationele research en
management",wo,ongedeeld,6412,.,1,1
ECONOMIE,economie,Beleidsgerichte economie,wo,ongedeeld,6426,.,1,1
ECONOMIE,economie,Domeingerichte economie,wo,ongedeeld,6832,.,2,2
ECONOMIE,economie,"Econometrie en operationele
research",wo,ongedeeld,6833,.,4,4
ECONOMIE,economie,"B Econometrics and
Operations Research",wo,ba,50006,.,1,1
ECONOMIE,economie,B Economics,wo,ba,50023,.,2,2
ECONOMIE,economie,B Algemene Economie,wo,ba,50644,.,1,1
ECONOMIE,economie,B Econometrie & Besliskunde,wo,ba,50646,.,1,1
ECONOMIE,economie,B Economie en Management,wo,ba,50647,.,1,1
ECONOMIE,economie,B International Economics and Business,wo,ba,50648,.,1,1
ECONOMIE,economie,B Bedrijfseconomie,wo,ba,50750,1,1,2
ECONOMIE,economie,"B International Economics and
Finance",wo,ba,50751,.,1,1
ECONOMIE,economie,B Economie en Bedrijfskunde,wo,ba,50905,1,.,1
ECONOMIE,economie,"B Economie en
Bedrijfseconomie",wo,ba,50950,7,.,7
ECONOMIE,economie,B Economie,wo,ba,56401,1,2,3
ECONOMIE,economie,B Fiscale Economie,wo,ba,56402,4,1,5
ECONOMIE,economie,B Econometrics,wo,ba,56650,.,1,1
ECONOMIE,economie,"B Econometrie en
Operationele Research",wo,ba,56833,6,.,6
ECONOMIE,economie,M Economic and Financial Research (research),wo,ma,60012,1,.,1
ECONOMIE,economie,M Economic Studies,wo,ma,60014,.,1,1
ECONOMIE,economie,"M Information and Network
Economics",wo,ma,60018,1,.,1
ECONOMIE,economie,M Finance,wo,ma,60046,4,.,4
ECONOMIE,economie,"M Econometrics and
Mathematical Economics",wo,ma,60056,1,.,1
ECONOMIE,economie,M Operations Research and Management Science,wo,ma,60057,1,.,1
ECONOMIE,economie,M Financial Management,wo,ma,60061,.,2,2
ECONOMIE,economie,M Investment Analysis,wo,ma,60062,.,1,1
ECONOMIE,economie,"M International Economics and
Finance",wo,ma,60067,.,1,1
ECONOMIE,economie,"M Econometrics and
Management Science",wo,ma,60079,1,.,1
ECONOMIE,economie,"M Tinbergen Institute Master of Philosophy in Economics
(research)",wo,ma,60162,3,1,4
ECONOMIE,economie,M Econometrics,wo,ma,60177,1,.,1
ECONOMIE,economie,"M Econometrics and
Operations Research",wo,ma,60307,1,.,1
ECONOMIE,economie,"M Research Master in Economics and Business
(research)",wo,ma,60315,1,.,1
ECONOMIE,economie,M Financial Economics,wo,ma,60321,1,.,1
ECONOMIE,economie,M Economics and History,wo,ma,60387,.,1,1
ECONOMIE,economie,M Economics of Competition and Regulation,wo,ma,60388,1,.,1
ECONOMIE,economie,"M Economics of Public Policy
and Management",wo,ma,60389,1,.,1
ECONOMIE,economie,M Finance & Investments,wo,ma,60409,1,.,1
ECONOMIE,economie,"M Spatial, Transport and Environmental Economics",wo,ma,60444,1,.,1
ECONOMIE,economie,M Human Decision Science,wo,ma,60464,1,.,1
ECONOMIE,economie,"M Econometrics, Operations
Research and Actuarial Studies",wo,ma,60646,1,.,1
ECONOMIE,economie,M Economics and Business,wo,ma,60652,1,.,1
ECONOMIE,economie,"M International Financial
Management",wo,ma,60683,1,.,1
ECONOMIE,economie,"M Economics and Finance of
Aging",wo,ma,60898,.,1,1
ECONOMIE,economie,M Business Economics,wo,ma,60901,1,.,1
ECONOMIE,economie,"M Philosophy in Business
(research)",wo,ma,60903,.,1,1
ECONOMIE,economie,M Operations Research,wo,ma,60904,.,1,1
ECONOMIE,economie,"M Multidisciplinary Economics
(research)",wo,ma,60907,1,.,1
ECONOMIE,economie,"M Research Master in
Economics (research)",wo,ma,60909,1,.,1
ECONOMIE,economie,M Economics,wo,ma,66401,6,.,6
ECONOMIE,economie,M Fiscale Economie,wo,ma,66402,5,.,5
ECONOMIE,economie,"M Econometrics and
Operations Research",wo,ma,66833,1,.,1
ECONOMIE,economie,"M Financial Management (post-
initiele master)",wo,ma,70041,.,1,1
ECONOMIE,economie,"M International Finance (post-
initiele master)",wo,ma,75016,1,.,1
ECONOMIE,economie,M Investment Management (post-initiele master),wo,ma,75068,1,.,1
ECONOMIE,economie,M Executive Master in Finance (post-initiele master),wo,ma,75073,1,.,1
ECONOMIE,economie,"M Risk Management for Financial Institutions (post-
initiele master)",wo,ma,75112,1,.,1
ECONOMIE,bedrijfskunde,"Kort HBO Business
Administration",hbo,ongedeeld,4014,.,1,1
ECONOMIE,bedrijfskunde,Bedrijfskunde,hbo,ongedeeld,4094,.,1,1
ECONOMIE,bedrijfskunde,Economische Bedrijfskunde,hbo,ongedeeld,4499,.,1,1
ECONOMIE,bedrijfskunde,Kort HBO Bedrijfskunde,hbo,ongedeeld,4530,.,1,1
ECONOMIE,bedrijfskunde,Mode en management,hbo,ongedeeld,4665,.,1,1
ECONOMIE,bedrijfskunde,Ad Bedrijfskunde,hbo,ad,80074,2,1,3
ECONOMIE,bedrijfskunde,"Ad International Trade
Management",hbo,ad,80106,1,.,1
ECONOMIE,bedrijfskunde,Ad International Business,hbo,ad,80107,1,.,1
ECONOMIE,bedrijfskunde,B New Business,hbo,ba,30025,1,.,1
ECONOMIE,bedrijfskunde,B Bedrijfskunde,hbo,ba,34035,8,3,11
ECONOMIE,bedrijfskunde,B Toegepaste Bedrijfskunde,hbo,ba,34138,1,.,1
ECONOMIE,bedrijfskunde,B Bedrijfskunde MER,hbo,ba,34139,16,1,17
ECONOMIE,bedrijfskunde,"B International Business
Management",hbo,ba,34144,1,.,1
ECONOMIE,bedrijfskunde,B Business Studies,hbo,ba,34145,1,.,1
ECONOMIE,bedrijfskunde,B Internationale Bedrijfskunde,hbo,ba,34546,.,2,2
ECONOMIE,bedrijfskunde,"B Bachelor of Business
Administration in Fashion",hbo,ba,34665,1,.,1
ECONOMIE,bedrijfskunde,"B International Business and
Management Studies",hbo,ba,34936,15,10,25
ECONOMIE,bedrijfskunde,B Business Administration,hbo,ba,39226,1,3,4
ECONOMIE,bedrijfskunde,"B International Business
Administration",hbo,ba,39239,1,1,2
ECONOMIE,bedrijfskunde,B BBA Bedrijfskunde,hbo,ba,39282,1,.,1
ECONOMIE,bedrijfskunde,"M Master of Business Administration (post-initiele
master)",hbo,ma,70024,5,6,11
ECONOMIE,bedrijfskunde,M Master of Business Administration in International Business and Management (post-initiele master),hbo,ma,70027,.,1,1
ECONOMIE,bedrijfskunde,"M Executive Master of
Business Administration (post- initiele master)",hbo,ma,70028,1,1,2
ECONOMIE,bedrijfskunde,"M Distance Learning MBA
(post-initiele master)",hbo,ma,70053,1,.,1
ECONOMIE,bedrijfskunde,"M Executive MBA (post-initiele
master)",hbo,ma,70054,1,.,1
ECONOMIE,bedrijfskunde,M Master of International Business (post-initiele master),hbo,ma,70055,1,.,1
ECONOMIE,bedrijfskunde,"M Bedrijfskunde Zorg en
Dienstverlening (post-initiele master)",hbo,ma,70061,.,1,1
ECONOMIE,bedrijfskunde,"M Master of Business Administration (post-initiele
master)",hbo,ma,70124,1,.,1
ECONOMIE,bedrijfskunde,"M Young Professional MBA
(post-initiele master)",hbo,ma,70138,1,.,1
ECONOMIE,bedrijfskunde,"M Master of Business
Administration (post-initiele master)",hbo,ma,70150,2,.,2
ECONOMIE,bedrijfskunde,M Master in International Business and Management (post-initiele master),hbo,ma,70151,1,.,1
ECONOMIE,bedrijfskunde,"M Bedrijfskunde Zorg en Dienstverlening (post-initiele
master)",hbo,ma,70163,1,.,1
ECONOMIE,bedrijfskunde,M Customer Management (post-initiele master),hbo,ma,70172,1,.,1
ECONOMIE,bedrijfskunde,"M Master of Business Administration (post-initiele
master)",hbo,ma,75013,1,.,1
ECONOMIE,bedrijfskunde,"M Executive Master in
Business Administration (post- initiele master)",hbo,ma,75075,1,.,1
ECONOMIE,bedrijfskunde,"Technische
bedrijfswetenschappen",wo,ongedeeld,6277,.,1,1
ECONOMIE,bedrijfskunde,Business Administration,wo,ongedeeld,6285,.,1,1
ECONOMIE,bedrijfskunde,Bedrijfskunde,wo,ongedeeld,6420,.,3,3
ECONOMIE,bedrijfskunde,Bedrijfswetenschappen,wo,ongedeeld,6425,.,1,1
ECONOMIE,bedrijfskunde,Bedrijfswetenschappen,wo,ongedeeld,6834,.,7,7
ECONOMIE,bedrijfskunde,"B Management, Organisatie
en Bestuur",wo,ba,50008,.,1,1
ECONOMIE,bedrijfskunde,B Business Administration/Bedrijfskunde,wo,ba,50015,.,1,1
ECONOMIE,bedrijfskunde,B International Business,wo,ba,50019,2,1,3
ECONOMIE,bedrijfskunde,B Bedrijfskunde,wo,ba,50645,5,1,6
ECONOMIE,bedrijfskunde,B Business Studies,wo,ba,50752,.,1,1
ECONOMIE,bedrijfskunde,B Business Administration,wo,ba,50897,1,.,1
ECONOMIE,bedrijfskunde,"B International Business
Administration",wo,ba,50952,4,.,4
ECONOMIE,bedrijfskunde,B Technologie Management,wo,ba,56277,.,1,1
ECONOMIE,bedrijfskunde,B Bedrijfswetenschappen,wo,ba,56834,.,3,3
ECONOMIE,bedrijfskunde,"M Business Research
(research)",wo,ma,60013,1,.,1
ECONOMIE,bedrijfskunde,M International Business,wo,ma,60019,1,1,2
ECONOMIE,bedrijfskunde,"M International MSc in
Business Administration",wo,ma,60410,1,.,1
ECONOMIE,bedrijfskunde,"M Chinese Economy &
Business",wo,ma,60454,1,.,1
ECONOMIE,bedrijfskunde,"M Global Business &
Sustainability",wo,ma,60456,1,.,1
ECONOMIE,bedrijfskunde,M Business Administration,wo,ma,60644,6,.,6
ECONOMIE,bedrijfskunde,"M International Business and
Management",wo,ma,60649,1,.,1
ECONOMIE,bedrijfskunde,M Business Studies,wo,ma,60902,.,1,1
ECONOMIE,bedrijfskunde,"M Research Master in
Business (research)",wo,ma,60908,1,.,1
ECONOMIE,bedrijfskunde,"M Technology and Operations
Management",wo,ma,66277,1,.,1
ECONOMIE,bedrijfskunde,M Management,wo,ma,66420,1,.,1
ECONOMIE,bedrijfskunde,M Bedrijfskunde,wo,ma,66834,.,1,1
ECONOMIE,bedrijfskunde,M Business Administration MBA (post-initiele master),wo,ma,70039,.,1,1
ECONOMIE,bedrijfskunde,M Business Administration (post-initiele master),wo,ma,75017,2,.,2
ECONOMIE,bedrijfskunde,"M Executive MBA (post-initiele
master)",wo,ma,75045,1,.,1
ECONOMIE,bedrijfskunde,M Global Executive OneMBA (post-initiele master),wo,ma,75046,1,.,1
ECONOMIE,bedrijfskunde,"M International MBA (post-
initiele master)",wo,ma,75047,1,.,1
ECONOMIE,bedrijfskunde,"M Financial Management (post-
initiele master)",wo,ma,75048,1,.,1
ECONOMIE,bedrijfskunde,M Business Administration MBA (post-initiele master),wo,ma,75052,.,1,1
ECONOMIE,bedrijfskunde,M Bedrijfskunde in Deeltijd (post-initiele master),wo,ma,75094,1,.,1
ECONOMIE,bedrijfskunde,M International Full-Time Master of Business Administration (post-initiele master),wo,ma,75101,1,.,1
ECONOMIE,bedrijfskunde,"M Bedrijfskunde (post-initiele
master)",wo,ma,75104,1,.,1
ECONOMIE,"ondernemen, management en marketing",Office management (2-jarig),hbo,ongedeeld,4025,.,1,1
ECONOMIE,"ondernemen, management en marketing","Commercieel Management (2-
jarig)",hbo,ongedeeld,4026,.,1,1
ECONOMIE,"ondernemen, management en marketing","Marketing management (1-
jarig)",hbo,ongedeeld,4028,.,1,1
ECONOMIE,"ondernemen, management en marketing","Opleiding voor Management, Economie en Recht",hbo,ongedeeld,4435,.,1,1
ECONOMIE,"ondernemen, management en marketing",Bedrijfsmanagement,hbo,ongedeeld,4448,.,2,2
ECONOMIE,"ondernemen, management en marketing","Marketing management (2-
jarig)",hbo,ongedeeld,4460,.,8,8
ECONOMIE,"ondernemen, management en marketing",Corporate Communicatie,hbo,ongedeeld,4498,.,1,1
ECONOMIE,"ondernemen, management en marketing",Milieu Management,hbo,ongedeeld,4511,.,1,1
ECONOMIE,"ondernemen, management en marketing",Onroerend Goed,hbo,ongedeeld,4512,.,1,1
ECONOMIE,"ondernemen, management en marketing",Onroerendgoed Management,hbo,ongedeeld,4513,.,1,1
ECONOMIE,"ondernemen, management en marketing",Personeelsmanagement,hbo,ongedeeld,4514,.,1,1
ECONOMIE,"ondernemen, management en marketing",Marketing en Media,hbo,ongedeeld,4518,.,1,1
ECONOMIE,"ondernemen, management en marketing","Internationaal Marketing
Management",hbo,ongedeeld,4519,.,1,1
ECONOMIE,"ondernemen, management en marketing",Personeel,hbo,ongedeeld,4520,.,1,1
ECONOMIE,"ondernemen, management en marketing",Internationale Marketing,hbo,ongedeeld,4521,.,1,1
ECONOMIE,"ondernemen, management en marketing",Marketing & Verkoop,hbo,ongedeeld,4522,.,1,1
ECONOMIE,"ondernemen, management en marketing","Marketing & Verkoop
Management",hbo,ongedeeld,4523,.,1,1
ECONOMIE,"ondernemen, management en marketing",Administratie,hbo,ongedeeld,4524,.,1,1
ECONOMIE,"ondernemen, management en marketing",Makelaardij o.g. (2-jarig),hbo,ongedeeld,4526,.,1,1
ECONOMIE,"ondernemen, management en marketing",Kort HBO Management,hbo,ongedeeld,4531,.,1,1
ECONOMIE,"ondernemen, management en marketing","Kort HBO Marketing en
Communicatie",hbo,ongedeeld,4534,.,1,1
ECONOMIE,"ondernemen, management en marketing",Kort HBO Marketing en Sales,hbo,ongedeeld,4535,.,1,1
ECONOMIE,"ondernemen, management en marketing",Hogere kaderopleiding internationaal secretariaat,hbo,ongedeeld,4543,.,2,2
ECONOMIE,"ondernemen, management en marketing",HBO Vastgoed,hbo,ongedeeld,4544,.,2,2
ECONOMIE,"ondernemen, management en marketing",Music-Management,hbo,ongedeeld,4598,.,2,2
ECONOMIE,"ondernemen, management en marketing",Sport-Management,hbo,ongedeeld,4599,.,2,2
ECONOMIE,"ondernemen, management en marketing","Management voor
ondernemerschap",hbo,ongedeeld,4646,.,2,2
ECONOMIE,"ondernemen, management en marketing",Ad Officemanagement,hbo,ad,80007,4,.,4
ECONOMIE,"ondernemen, management en marketing","Ad Small Business en Retail
Management",hbo,ad,80010,4,2,6
ECONOMIE,"ondernemen, management en marketing",Ad Management in de Zorg,hbo,ad,80011,1,.,1
ECONOMIE,"ondernemen, management en marketing",Ad Assistent Marketeer,hbo,ad,80029,.,1,1
ECONOMIE,"ondernemen, management en marketing",Ad Intercedent,hbo,ad,80032,.,1,1
ECONOMIE,"ondernemen, management en marketing",Ad Marketing Management,hbo,ad,80036,2,.,2
ECONOMIE,"ondernemen, management en marketing",Ad Ondernemen,hbo,ad,80080,2,.,2
ECONOMIE,"ondernemen, management en marketing",Ad Marketingcommunicatie,hbo,ad,80087,1,.,1
ECONOMIE,"ondernemen, management en marketing",Ad Retail Management,hbo,ad,80089,2,1,3
ECONOMIE,"ondernemen, management en marketing",Ad Operationeel Manager,hbo,ad,80092,1,.,1
ECONOMIE,"ondernemen, management en marketing",Ad Business Management,hbo,ad,80094,.,1,1
ECONOMIE,"ondernemen, management en marketing",Ad Commercieel Management,hbo,ad,80096,1,.,1
ECONOMIE,"ondernemen, management en marketing",Ad Payroll Professional,hbo,ad,80099,1,.,1
ECONOMIE,"ondernemen, management en marketing",Ad Sales,hbo,ad,80100,1,.,1
ECONOMIE,"ondernemen, management en marketing",Ad Commerciele Economie,hbo,ad,80103,1,.,1
ECONOMIE,"ondernemen, management en marketing",Ad Improvement Analist,hbo,ad,80111,1,.,1
ECONOMIE,"ondernemen, management en marketing",Ad Management,hbo,ad,80113,1,.,1
ECONOMIE,"ondernemen, management en marketing",Ad Marketing,hbo,ad,80114,1,.,1
ECONOMIE,"ondernemen, management en marketing","Ad Management, Economie en
Recht",hbo,ad,80116,1,.,1
ECONOMIE,"ondernemen, management en marketing",Ad Payroll Services,hbo,ad,80117,1,.,1
ECONOMIE,"ondernemen, management en marketing","Ad Retailmanagement en -
marketing",hbo,ad,80122,1,.,1
ECONOMIE,"ondernemen, management en marketing","Ad Sales en
Accountmanagement",hbo,ad,80126,1,.,1
ECONOMIE,"ondernemen, management en marketing",B Advanced Business Creation,hbo,ba,30016,1,1,2
ECONOMIE,"ondernemen, management en marketing",B International Business,hbo,ba,30029,1,.,1
ECONOMIE,"ondernemen, management en marketing","B International Business &
Entrepreneurship",hbo,ba,30031,1,.,1
ECONOMIE,"ondernemen, management en marketing","B International Fresh Business
Management",hbo,ba,30034,1,.,1
ECONOMIE,"ondernemen, management en marketing","B International Business
Innovation Studies",hbo,ba,30035,1,.,1
ECONOMIE,"ondernemen, management en marketing","B Management Economie en Recht, Onroerend Goed en Makelaardij",hbo,ba,30111,.,1,1
ECONOMIE,"ondernemen, management en marketing",B Business Administration Entrepreneurship,hbo,ba,30117,1,.,1
ECONOMIE,"ondernemen, management en marketing","B E-commerce Marketing
Sales",hbo,ba,30119,1,.,1
ECONOMIE,"ondernemen, management en marketing",B Makelaardij o.g. (3-jarig),hbo,ba,34020,.,1,1
ECONOMIE,"ondernemen, management en marketing","B Marketing Management (3-
jarig)",hbo,ba,34029,.,1,1
ECONOMIE,"ondernemen, management en marketing","B Trade Management gericht
op Azie",hbo,ba,34041,2,1,3
ECONOMIE,"ondernemen, management en marketing",B Office Management (3-jarig),hbo,ba,34045,.,1,1
ECONOMIE,"ondernemen, management en marketing",B Office Management,hbo,ba,34046,1,3,4
ECONOMIE,"ondernemen, management en marketing","B Marketing management (4-
jarig)",hbo,ba,34049,.,3,3
ECONOMIE,"ondernemen, management en marketing",B Management Assistent,hbo,ba,34071,.,2,2
ECONOMIE,"ondernemen, management en marketing",B Lijnmanagement,hbo,ba,34073,.,1,1
ECONOMIE,"ondernemen, management en marketing",B Internationale Handel,hbo,ba,34076,.,1,1
ECONOMIE,"ondernemen, management en marketing","B People and Business
Management",hbo,ba,34125,1,.,1
ECONOMIE,"ondernemen, management en marketing",B Commercieel Management,hbo,ba,34126,1,.,1
ECONOMIE,"ondernemen, management en marketing",B Business Management,hbo,ba,34130,1,.,1
ECONOMIE,"ondernemen, management en marketing","B Management Payroll
Services",hbo,ba,34132,1,1,2
ECONOMIE,"ondernemen, management en marketing",B Commerciele Economie,hbo,ba,34402,18,16,34
ECONOMIE,"ondernemen, management en marketing","B International Business and
Languages",hbo,ba,34407,13,7,20
ECONOMIE,"ondernemen, management en marketing","B Small Business en Retail
Management",hbo,ba,34422,12,7,19
ECONOMIE,"ondernemen, management en marketing",B Food and Business,hbo,ba,34432,1,3,4
ECONOMIE,"ondernemen, management en marketing","B Opleiding voor Management, Economie en Recht",hbo,ba,34435,3,27,30
ECONOMIE,"ondernemen, management en marketing",B Marketing,hbo,ba,34478,.,5,5
ECONOMIE,"ondernemen, management en marketing",B Management,hbo,ba,34480,2,2,4
ECONOMIE,"ondernemen, management en marketing","B Onroerendgoed
Management",hbo,ba,34513,.,1,1
ECONOMIE,"ondernemen, management en marketing",B Personeelsmanagement,hbo,ba,34514,.,4,4
ECONOMIE,"ondernemen, management en marketing",B Makelaardij o.g.,hbo,ba,34526,.,1,1
ECONOMIE,"ondernemen, management en marketing","B Sport, Management en
Ondernemen",hbo,ba,34599,1,4,5
ECONOMIE,"ondernemen, management en marketing",B Internationaal Management,hbo,ba,34602,.,2,2
ECONOMIE,"ondernemen, management en marketing","B Human Resource
Management",hbo,ba,34609,2,.,2
ECONOMIE,"ondernemen, management en marketing",B Ondernemerschap,hbo,ba,34646,1,2,3
ECONOMIE,"ondernemen, management en marketing",B Bedrijfskundig Management,hbo,ba,34662,.,2,2
ECONOMIE,"ondernemen, management en marketing",B Retail Management,hbo,ba,34926,.,2,2
ECONOMIE,"ondernemen, management en marketing",B Financieel Management,hbo,ba,34928,.,3,3
ECONOMIE,"ondernemen, management en marketing",B Hogere Managementopleiding voor de Mobiliteitsbranche,hbo,ba,34935,1,.,1
ECONOMIE,"ondernemen, management en marketing",B Kunst en Economie,hbo,ba,34951,1,.,1
ECONOMIE,"ondernemen, management en marketing","B Media en Entertainment
Management",hbo,ba,34952,3,.,3
ECONOMIE,"ondernemen, management en marketing",B Vastgoed en Makelaardij,hbo,ba,39203,5,2,7
ECONOMIE,"ondernemen, management en marketing","B Custom Relation
Management",hbo,ba,39213,.,2,2
ECONOMIE,"ondernemen, management en marketing",B Small Business and Retail Management (open bestel),hbo,ba,81000,3,3,6
ECONOMIE,"ondernemen, management en marketing","M Professional Master in
Media Innovation",hbo,ma,49121,1,.,1
ECONOMIE,"ondernemen, management en marketing","M European Master in Sustainable Energy System
Management",hbo,ma,69298,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Master in Management en Innovation (post-initiele
master)",hbo,ma,70015,1,1,2
ECONOMIE,"ondernemen, management en marketing","M Master in Consultancy and
Entrepreneurship (post-initiele master)",hbo,ma,70020,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Human Resource Management (post-initiele
master)",hbo,ma,70026,.,1,1
ECONOMIE,"ondernemen, management en marketing","M International Retail Management (post-initiele
master)",hbo,ma,70031,.,1,1
ECONOMIE,"ondernemen, management en marketing","M Construction Project Management (post-initiele
master)",hbo,ma,70033,.,1,1
ECONOMIE,"ondernemen, management en marketing",M Management en Innovatie in Maatschappelijke organisaties (post-initiele master),hbo,ma,70036,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Real Estate (post-initiele
master)",hbo,ma,70052,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Imagineering, Master in Business Innovation from the Experience Perspective (post- initiele master)",hbo,ma,70073,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Kwaliteitsmanagement (post-
initiele master)",hbo,ma,70078,1,.,1
ECONOMIE,"ondernemen, management en marketing",M Master of Studies in Real Estate (post-initiele master),hbo,ma,70079,.,1,1
ECONOMIE,"ondernemen, management en marketing","M Master of Real Estate (post-
initiele master)",hbo,ma,70080,.,1,1
ECONOMIE,"ondernemen, management en marketing","M Risicomanagement (post-
initiele master)",hbo,ma,70085,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Management, Cultuur en Verandering (post-initiele
master)",hbo,ma,70089,1,.,1
ECONOMIE,"ondernemen, management en marketing",M Master in EurAsian Business and Management (post-initiele master),hbo,ma,70092,.,1,1
ECONOMIE,"ondernemen, management en marketing","M Personal Leadership in Innovation and Change (post-
initiele master)",hbo,ma,70103,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Human Resources Management (post-initiele
master)",hbo,ma,70116,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Project Management (post-
initiele master)",hbo,ma,70117,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Professional Master in
Media Innovation (post-initiele master)",hbo,ma,70129,.,1,1
ECONOMIE,"ondernemen, management en marketing","M Master of Marketing (post-
initiele master)",hbo,ma,70141,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Master of Strategic Management (post-initiele
master)",hbo,ma,70142,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Executive MBA Sport Management (post-initiele
master)",hbo,ma,70155,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Master of Brand, Design and Reputation Management (post-initiele master)",hbo,ma,70171,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Master Leiderschap (post-
initiele master)",hbo,ma,70176,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Marketingmanagement
(post-initiele master)",hbo,ma,70190,1,.,1
ECONOMIE,"ondernemen, management en marketing","M Master of Real Estate (post-
initiele master)",hbo,ma,75084,.,1,1
ECONOMIE,"ondernemen, management en marketing",M Master of Science in Real Estate (post-initiele master),hbo,ma,75085,.,1,1
