Sector,Gebied,Studie,Type,Graad,ISAT,Actueel,Historisch,Totaal
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verpleegkunde,hbo,ba,34568,.,1,1
ONDERWIJS,2e graads lerarenopleiding,"B Opleiding tot leraar
Allochtone Levende Talen",hbo,ba,34851,.,2,2
ONDERWIJS,2e graads lerarenopleiding,"B Opleiding tot leraar voortgezet onderwijs van de
tweede graad in Fries",hbo,ba,35144,1,1,2
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Russisch,hbo,ba,35182,.,1,1
ONDERWIJS,2e graads lerarenopleiding,"B Opleiding tot leraar
voortgezet onderwijs van de tweede graad in Duits",hbo,ba,35193,9,3,12
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels,hbo,ba,35195,10,4,14
ONDERWIJS,2e graads lerarenopleiding,"B Opleiding tot leraar voortgezet onderwijs van de
tweede graad in Frans",hbo,ba,35196,9,3,12
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis,hbo,ba,35197,11,4,15
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands,hbo,ba,35198,11,3,14
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde,hbo,ba,35199,8,3,11
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde,hbo,ba,35201,10,4,14
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie,hbo,ba,35202,7,4,11
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie,hbo,ba,35203,7,5,12
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek,hbo,ba,35204,5,6,11
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Islamgodsdienst,hbo,ba,35205,1,1,2
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie,hbo,ba,35207,2,1,3
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Mens en Technologie,hbo,ba,35208,1,.,1
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs,hbo,ba,35210,3,.,3
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde,hbo,ba,35221,10,5,15
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek,hbo,ba,35254,7,5,12
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Spaans,hbo,ba,35255,2,3,5
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde,hbo,ba,35261,9,4,13
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie,hbo,ba,35301,9,3,12
ONDERWIJS,2e graads lerarenopleiding,"B Opleiding tot leraar
Dames/Heren Kappen",hbo,ba,35302,.,2,2
ONDERWIJS,2e graads lerarenopleiding,"B Opleiding tot leraar in
Informatica",hbo,ba,35303,.,2,2
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verzorging/Huishoudkunde,hbo,ba,35381,1,2,3
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bouwkunde I en II,hbo,ba,35382,2,5,7
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bouwtechniek I en II,hbo,ba,35383,2,6,8
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Elektrotechniek I en II,hbo,ba,35384,2,5,7
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Mechanische Techniek I en II,hbo,ba,35385,2,5,7
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Motorvoertuigentechniek I en II,hbo,ba,35386,2,5,7
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Werktuigbouwkunde I en II,hbo,ba,35387,2,5,7
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn,hbo,ba,35388,10,1,11
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Bouwkunde,hbo,ba,35389,.,1,1
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Werktuigbouwkunde,hbo,ba,35390,.,1,1
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Chemische Laboratoriumtechniek,hbo,ba,35391,.,1,1
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Commerciele Economie,hbo,ba,35392,.,1,1
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Electrotechniek,hbo,ba,35393,.,1,1
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Personeel en Arbeid,hbo,ba,35394,.,1,1
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologische en Medische Laboratoriumtechniek,hbo,ba,35395,.,1,1
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg,hbo,ba,35396,.,1,1
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Verzorging/Gezondheidskunde,hbo,ba,35401,1,1,2
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer,hbo,ba,35411,7,3,10
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde,hbo,ba,35421,4,1,5
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II,hbo,ba,35423,3,6,9
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Godsdienst,hbo,ba,35441,6,7,13
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Installatietechniek I en II,hbo,ba,35442,1,3,4
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Grafische Techniek I en II,hbo,ba,35484,.,3,3
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Mens en Maatschappij,hbo,ba,35513,.,8,8
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in beeldende vorming,hbo,ba,39113,1,1,2
ONDERWIJS,2e graads lerarenopleiding,B Docent Informatie en Communicatie Technologie,hbo,ba,39116,2,1,3
ONDERWIJS,2e graads lerarenopleiding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands (open bestel),hbo,ba,81011,.,1,1
ONDERWIJS,kunst/lichamelijke opvoeding,B Docent Theater,hbo,ba,34745,6,2,8
ONDERWIJS,kunst/lichamelijke opvoeding,B Docent Dans,hbo,ba,34940,6,3,9
ONDERWIJS,kunst/lichamelijke opvoeding,"B Opleiding voor het
Docentschap Mime",hbo,ba,34941,.,1,1
ONDERWIJS,kunst/lichamelijke opvoeding,B Opleiding tot leraar voortgezet onderwijs van de eerste graad in Lichamelijke Opvoeding,hbo,ba,35025,6,2,8
ONDERWIJS,kunst/lichamelijke opvoeding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Tekenen,hbo,ba,35322,.,1,1
ONDERWIJS,kunst/lichamelijke opvoeding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Handvaardigheid,hbo,ba,35342,.,1,1
ONDERWIJS,kunst/lichamelijke opvoeding,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Textiele Werkvormen,hbo,ba,35362,.,1,1
ONDERWIJS,kunst/lichamelijke opvoeding,"B Docent Beeldende Kunst en
Vormgeving",hbo,ba,39100,8,2,10
ONDERWIJS,kunst/lichamelijke opvoeding,B Docent Muziek,hbo,ba,39112,9,3,12
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in Biologie,hbo,ongedeeld,5099,.,1,1
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in Wiskunde,hbo,ongedeeld,5106,.,3,3
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in aardrijkskunde,hbo,ongedeeld,5109,.,2,2
ONDERWIJS,1e graad lerarenopleiding,"Opleiding tot leraar voortgezet
onderwijs van de eerste graad in Duits",hbo,ongedeeld,5110,.,3,3
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in Engels,hbo,ongedeeld,5112,.,3,3
ONDERWIJS,1e graad lerarenopleiding,"Opleiding tot leraar voortgezet onderwijs van de eerste graad
in Frans",hbo,ongedeeld,5113,.,4,4
ONDERWIJS,1e graad lerarenopleiding,"Opleiding tot leraar voortgezet onderwijs van de eerste graad
in Fries",hbo,ongedeeld,5114,.,1,1
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in godsdienst,hbo,ongedeeld,5115,.,6,6
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in geschiedenis,hbo,ongedeeld,5116,.,4,4
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in maatschappijleer,hbo,ongedeeld,5117,.,5,5
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in Nederlands,hbo,ongedeeld,5119,.,5,5
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in Spaans,hbo,ongedeeld,5124,.,1,1
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in algemene economie,hbo,ongedeeld,5183,.,4,4
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in bedrijfseconomie,hbo,ongedeeld,5184,.,4,4
ONDERWIJS,1e graad lerarenopleiding,"Opleiding tot leraar voortgezet
onderwijs van de eerste graad in Turks",hbo,ongedeeld,5256,.,1,1
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in Arabisch,hbo,ongedeeld,5257,.,1,1
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in Natuurkunde,hbo,ongedeeld,5518,.,3,3
ONDERWIJS,1e graad lerarenopleiding,Opleiding tot leraar voortgezet onderwijs van de eerste graad in Scheikunde,hbo,ongedeeld,5519,.,2,2
ONDERWIJS,1e graad lerarenopleiding,M Biologie,hbo,ma,45099,.,1,1
ONDERWIJS,1e graad lerarenopleiding,M Wiskunde,hbo,ma,45106,.,1,1
ONDERWIJS,1e graad lerarenopleiding,M Aardrijkskunde,hbo,ma,45109,.,1,1
ONDERWIJS,1e graad lerarenopleiding,M Duits,hbo,ma,45110,.,1,1
ONDERWIJS,1e graad lerarenopleiding,M Engels,hbo,ma,45112,.,1,1
ONDERWIJS,1e graad lerarenopleiding,M Frans,hbo,ma,45113,.,1,1
ONDERWIJS,1e graad lerarenopleiding,M Nederlands,hbo,ma,45119,.,1,1
ONDERWIJS,1e graad lerarenopleiding,M Leraar Spaans,hbo,ma,45124,1,.,1
ONDERWIJS,1e graad lerarenopleiding,M Leraar Engels,hbo,ma,45262,5,1,6
ONDERWIJS,1e graad lerarenopleiding,M Leraar Wiskunde,hbo,ma,45263,5,1,6
ONDERWIJS,1e graad lerarenopleiding,M Leraar Aardrijkskunde,hbo,ma,45264,2,1,3
ONDERWIJS,1e graad lerarenopleiding,M Leraar Duits,hbo,ma,45265,3,1,4
ONDERWIJS,1e graad lerarenopleiding,M Leraar Frans,hbo,ma,45266,3,1,4
ONDERWIJS,1e graad lerarenopleiding,M Leraar Geschiedenis,hbo,ma,45267,2,1,3
ONDERWIJS,1e graad lerarenopleiding,M Leraar Maatschappijleer,hbo,ma,45268,1,1,2
ONDERWIJS,1e graad lerarenopleiding,M Leraar Nederlands,hbo,ma,45269,5,1,6
ONDERWIJS,1e graad lerarenopleiding,M Leraar Economie,hbo,ma,45270,.,1,1
ONDERWIJS,1e graad lerarenopleiding,M Leraar Bedrijfseconomie,hbo,ma,45271,1,1,2
ONDERWIJS,1e graad lerarenopleiding,M Leraar Natuurkunde,hbo,ma,45272,3,1,4
ONDERWIJS,1e graad lerarenopleiding,M Leraar Scheikunde,hbo,ma,45273,2,1,3
ONDERWIJS,1e graad lerarenopleiding,M Leraar Godsdienst,hbo,ma,45274,3,2,5
ONDERWIJS,1e graad lerarenopleiding,M Leraar Algemene Economie,hbo,ma,45275,4,1,5
ONDERWIJS,1e graad lerarenopleiding,M Leraar Fries,hbo,ma,45276,1,.,1
ONDERWIJS,1e graad lerarenopleiding,M Leraar Godsdienst,hbo,ma,45277,.,1,1
ONDERWIJS,1e graad lerarenopleiding,M Leraar Biologie,hbo,ma,45279,2,1,3
ONDERWIJS,1e graad lerarenopleiding,M Natuurkunde,hbo,ma,45518,.,1,1
ONDERWIJS,1e graad lerarenopleiding,M Leraar Humanistisch Vormingsonderwijs en Levensbeschouwing (post- initiele master),hbo,ma,70145,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Arabisch,hbo,ba,35185,.,3,3
ONDERWIJS,universitaire lerarenopleidingen,"B Opleiding tot leraar
voortgezet onderwijs van de tweede graad in Turks",hbo,ba,35186,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,"Eerstegraads lerarenopleiding
Arabisch",wo,ongedeeld,8000,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,Turks,wo,ongedeeld,8001,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,Grieks en Latijn,wo,ongedeeld,8003,.,5,5
ONDERWIJS,universitaire lerarenopleidingen,Nederlands,wo,ongedeeld,8004,.,6,6
ONDERWIJS,universitaire lerarenopleidingen,Frans,wo,ongedeeld,8006,.,6,6
ONDERWIJS,universitaire lerarenopleidingen,Italiaans,wo,ongedeeld,8007,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,Spaans,wo,ongedeeld,8008,.,4,4
ONDERWIJS,universitaire lerarenopleidingen,"Kennis van Godsdienst en
Levensbeschouwing",wo,ongedeeld,8009,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,Duits,wo,ongedeeld,8010,.,6,6
ONDERWIJS,universitaire lerarenopleidingen,Engels,wo,ongedeeld,8011,.,6,6
ONDERWIJS,universitaire lerarenopleidingen,Fries,wo,ongedeeld,8012,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,Russisch,wo,ongedeeld,8014,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,"Geschiedenis en
staatsinrichting",wo,ongedeeld,8034,.,6,6
ONDERWIJS,universitaire lerarenopleidingen,Hebreeuws,wo,ongedeeld,8040,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,Lerarenopleiding Latijn en klassieke en culturele vorming,wo,ongedeeld,8041,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,"Bijbelkennis en
cultuurgeschiedenis van het christendom",wo,ongedeeld,8074,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,"Godsdienst /
Levensbeschouwing",wo,ongedeeld,8075,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,Filosofie,wo,ongedeeld,8081,.,4,4
ONDERWIJS,universitaire lerarenopleidingen,Wiskunde,wo,ongedeeld,8151,.,8,8
ONDERWIJS,universitaire lerarenopleidingen,Sterrenkunde,wo,ongedeeld,8154,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,Natuurkunde,wo,ongedeeld,8155,.,8,8
ONDERWIJS,universitaire lerarenopleidingen,Scheikunde,wo,ongedeeld,8156,.,8,8
ONDERWIJS,universitaire lerarenopleidingen,Biologie,wo,ongedeeld,8161,.,6,6
ONDERWIJS,universitaire lerarenopleidingen,Aardrijkskunde,wo,ongedeeld,8176,.,5,5
ONDERWIJS,universitaire lerarenopleidingen,Algemene economie,wo,ongedeeld,8401,.,7,7
ONDERWIJS,universitaire lerarenopleidingen,Bedrijfseconomie,wo,ongedeeld,8403,.,6,6
ONDERWIJS,universitaire lerarenopleidingen,Maatschappijleer,wo,ongedeeld,8618,.,7,7
ONDERWIJS,universitaire lerarenopleidingen,Muziek,wo,ongedeeld,8700,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,Kunstgeschiedenis,wo,ongedeeld,8710,.,4,4
ONDERWIJS,universitaire lerarenopleidingen,M Science Education,wo,ma,60034,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Social Science Education,wo,ma,60035,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Aardrijkskunde,wo,ma,60204,1,1,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Algemene Economie,wo,ma,60233,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Bedrijfseconomie,wo,ma,60234,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Biologie,wo,ma,60235,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,"M Opleiding tot leraar voortgezet onderwijs van de
eerste graad in Duits",wo,ma,60236,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Engels,wo,ma,60237,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Filosofie,wo,ma,60238,1,2,3
ONDERWIJS,universitaire lerarenopleidingen,"M Opleiding tot leraar voortgezet onderwijs van de
eerste graad in Frans",wo,ma,60239,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Geschiedenis en Staatsinrichting,wo,ma,60240,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Grieks en Latijn,wo,ma,60241,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Kunstgeschiedenis,wo,ma,60242,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Maatschappijleer,wo,ma,60243,1,1,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Nederlands,wo,ma,60244,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Natuurkunde,wo,ma,60245,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Scheikunde,wo,ma,60246,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Spaans,wo,ma,60247,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Wiskunde,wo,ma,60248,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Biology and Education,wo,ma,60316,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Chemistry and Education,wo,ma,60317,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Mathematics and Education,wo,ma,60318,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Physics and Education,wo,ma,60319,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Spaanse Taal en Cultuur,wo,ma,60320,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,"M Computer Science
Education",wo,ma,60330,.,3,3
ONDERWIJS,universitaire lerarenopleidingen,M Mathematics Education,wo,ma,60343,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Chemistry Education,wo,ma,60345,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Physics Education,wo,ma,60346,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,"M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Zorg, Ethiek en Beleid",wo,ma,60401,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Religie in Samenleving en Cultuur,wo,ma,60403,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Duitse Taal en Cultuur,wo,ma,60631,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Engelse Taal en Cultuur,wo,ma,60632,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Franse Taal en Cultuur,wo,ma,60633,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Friese Taal en Cultuur,wo,ma,60634,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Geschiedenis,wo,ma,60635,1,1,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Griekse en Latijnse Taal en Cultuur,wo,ma,60636,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Nederlandse Taal en Cultuur,wo,ma,60637,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Economie en Bedrijfswetenschappen,wo,ma,60651,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Filosofie en Educatie,wo,ma,60662,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,"M Kunstonderwijs en
Communicatie",wo,ma,60701,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,"M Talenonderwijs en
Communicatie",wo,ma,60740,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,"M Mens- en
Maatschappijonderwijs en Communicatie",wo,ma,60747,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Arabisch,wo,ma,68000,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,"M Opleiding tot leraar voortgezet onderwijs van de
eerste graad in Turks",wo,ma,68001,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Grieks en Latijn,wo,ma,68003,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Nederlands,wo,ma,68004,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,"M Opleiding tot leraar voortgezet onderwijs van de
eerste graad in Frans",wo,ma,68006,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Italiaans,wo,ma,68007,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Spaans,wo,ma,68008,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Kennis van Godsdienst en Levensbeschouwing,wo,ma,68009,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,"M Opleiding tot leraar voortgezet onderwijs van de
eerste graad in Duits",wo,ma,68010,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Engels,wo,ma,68011,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Russisch,wo,ma,68014,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Leraar voortgezet onderwijs van de eerste graad in het vak Godsdienst en Levensbeschouwelijke Vorming,wo,ma,68017,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Geschiedenis,wo,ma,68034,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Hebreeuws,wo,ma,68040,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Latijn en Klassieke en Culturele Vorming,wo,ma,68041,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Bijbelkennis en Cultuurgeschiedenis van het Christend,wo,ma,68074,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Godsdienst en Levensbeschouwing,wo,ma,68075,1,.,1
ONDERWIJS,universitaire lerarenopleidingen,M Lerarenopleiding Informatica,wo,ma,68076,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Filosofie,wo,ma,68081,.,1,1
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Wiskunde,wo,ma,68151,.,3,3
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Natuurkunde,wo,ma,68155,.,3,3
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Scheikunde,wo,ma,68156,.,3,3
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Biologie,wo,ma,68161,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Aardrijkskunde,wo,ma,68176,.,2,2
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Algemene Economie,wo,ma,68401,.,3,3
ONDERWIJS,universitaire lerarenopleidingen,M Opleiding tot leraar voortgezet onderwijs van de eerste graad in Bedrijfseconomie,wo,ma,68403,.,3,3
ONDERWIJS,universitaire lerarenopleidingen,"M Science Education and
Communication",wo,ma,68404,3,.,3
ONDERWIJS,universitaire lerarenopleidingen,"M Leraar Voorbereidend Hoger Onderwijs in
Aardrijkskunde",wo,ma,68500,5,.,5
ONDERWIJS,universitaire lerarenopleidingen,"M Leraar Voorbereidend
Hoger Onderwijs in Algemene Economie",wo,ma,68501,7,1,8
